Date,Location / Operator,Aircraft Type / Registration,Fatalities
29-Apr-83,"Guayaquil, Ecuador
SAN Ecuador","Sud Aviation SE-210 Caravelle VIR
HC-BAT",8/100(0)
30-Apr-83,"Jacksonville, Florida
Military - United States Navy","Convair CV-340
141010",15/15(0)
5-May-83,"En route Miami, FL - Nassau, Bahamas
Eastern Air Lines","Lockheed L-1011
N334EA",0/172(0)
5-May-83,"Near Ban Ta Khli, Thailand
Military - Royal Thai Air Force","Fairchild C-123K
L4K-12/18",30/30(0)
6-May-83,"Klyuchi, Russia
Military - Soviet Air Force","Antonov An-26
?",33/37(0)
2-Jun-83,"Tanjung Karang, Indonesia
Garuda Indonesia Airlines","Fokker F-28 Fellowship 3000RC
PK-GFV",3/61(0)
2-Jun-83,"Cincinnati International Airport, Covington/Hebron, Kentucky
Air Canada","McDonnell Douglas DC-9-32
C-FTLU",23/46(0)
6-Jun-83,"Off Quemoy, Taiwan
Military - Republic of China Air Force","Fairchild C-199G
?",47/47(0)
8-Jun-83,"Near Cold Bay, Alaska
Reeve Aleutian Airways","Lockheed L-188C Electra
N1968R",0/15(0)
16-Jun-83,"Kauai, Hawaii
Military - U.S. Navy","Lockheed P-3B Orion
152720",14/14(0)
21-Jun-83,"Niela, Mali
Air Mali","de Havilland Canada DHC-6 Twin Otter 300
TZ-ACH",7/7(0)
28-Jun-83,"Las Vegas, Nevada
Military - U.S. Air Force","Lockheed C-130H Hercules
74-2068",6/6(0)
1-Jul-83,"Labe, Guinea
CAAK","Ilyushin IL-62M
B-889",23/23(0)
11-Jul-83,"Near Cuenca, Azuay, Ecuador
TAME","Boeing B-737-2V2
HC-BIG",119/119(0)
16-Jul-83,"Off Scilly Islands, UK
British Airways Helicopters","Sikorsky S-61N-II
G-BEON",20/26(0)
23-Jul-83,"Gimli, Manitoba, Canada
Air Canada","Boeing B-767-233ER
C-GAUN",0/69(0)
17-Aug-83,"Grand Canyon, Arizona
Las Vegas Airlines","Piper PA-31-350 Chieftain
N88LV",10/10(0)
30-Aug-83,"Near Alma-Ata, Kazakastan, USSR
Aeroflot","Tupolev TU-134A
CCCP-65129",90/90(0)
1-Sep-83,"Near Sakhalin Island, Russia
Korean Airlines","Boeing B-747-230B
HL-7442",269/269(0)
2-Sep-83,"Near Smithers, British Columbia, Canada
Central Mountain Air Services","Britten-Norman BN-2A-21 Islander
C-GIPF",9/9(0)
14-Sep-83,"Guilin, China
CAAC","Hawker Siddeley Trident 2E / II-28
B-264 / ?",11/106(0)
23-Sep-83,"Near Mina Jebel Ali, UAE
Gulf Air","Boeing B-737-2P6
A40-BK",112/112(0)
28-Sep-83,"Off Lanyu Island, Taiwan
Taiwan Airlines","Britten-Norman BN-2A-26 Trislander
B-11109",10/10(0)
7-Oct-83,"Aracatuba, Brazil
TAM Lineas Aéreas Regional","Embraer 110C Bandeirante
PP-SBH",7/15(0)
8-Oct-83,"Near Lonkin, Myanmar
Burma Airways","de Havilland Canada DHC-6 Twin Otter 300
XY-AEE",9/14(0)
11-Oct-83,"Pinckneyville, Illinois
Air Illinois","Hawker Siddeley HS-748-FAA
N748LL",10/10(0)
28-Oct-83,"Middletown, Pennsylvania
Pennsylvania Airlines","Shorts 330-200
N26288",1/30(0)
8-Nov-83,"Lubango, Huila, Angola
TAAG Angola Airlines","Boeing B-737-200
D2-TBN",130/130(0)
23-Nov-83,"Landsdowne House, Canada
Austin Airways","de Havilland Canada DHC-6 Twin Otter 300
C-GTLA",4/7(0)
27-Nov-83,"Madrid-Barajas, Spain
AVIANCA","Boeing B-747-283B
HK-2910X",181/192(0)
28-Nov-83,"Near Enugu, Nigeria
Nigeria Airways","Fokker F-28 Fellowship 2000
5N-ANF",53/72(0)
7-Dec-83,"Near Madrid, Spain
Iberia Airlines / Aviaco","Boeing B-727-200 / DC9-32
EC-CFJ/EC-CGS",93/135(0)
14-Dec-83,"Near Medellin, Colombia
TAMPA Colombia","Boeing 707-373C
HK-2401",3/3(22)
17-Dec-83,"Paulatuk, Northwest Territory, Canada
Inuvik Coastal Airways","de Havilland Canada DHC-6 Twin Otter 200
C-FGJK",2/12(0)
24-Dec-83,"Leshukonskoye, Russia
Aeroflot","Antonov AN-24
CCCP-46617",44/49(0)
2-Jan-84,"Amman, Jordan
Military - Royal Jordanian Air Force","CASA 212-A3 Aviocar 100
324",13/13(0)
3-Jan-84,"Novoagansk, Russia
Aeroflot","Mi-6
CCCP-21006",38/76(0)
9-Jan-84,"Saint Louis, Missouri
Skycraft Air Transport","Douglas DC-3
C-GSCA",1/2(0)
10-Jan-84,"Sofia, Bulgaria
Balkan Bulgarian Airlines","Tupolev TU-134A
LZ-TUR",50/50(0)
13-Jan-84,"Cochabamba, Bolivia
North East Bolivian Airways","Douglas EC-54U
CP-1090",1/3(0)
28-Jan-84,"Izhevsk, Russia
Aeroflot","Antonov An-24RV
CCCP-47358",4/51(0)
30-Jan-84,"Terre Haute, Indiana
Britt Airways","Swearingen SA.226TC Metro II
N63Z",3/3(0)
16-Feb-84,"Near Debre Zelt, Ethiopia
Military - Ethiopian Air Force","Antonov AN-12
1506",26/38(0)
19-Feb-84,"Near San Gerardo, El Salvador
Military - Salvadoran Air Force","Bell UH-1H / Bell UH-1H
?",28/28(0)
28-Feb-84,"JFK Airport, New York, New York
Scandinavian Airlines (SAS)","McDonnell Douglas DC-10-30
LN-RKB",0/177(0)
13-Mar-84,"Barranquilla, Colombia
Aerosucre Colombia","Curtiss C-46A
HK-1322P",4/6(0)
16-Mar-84,"San Borja, Bolivia
Lloyd Aereo Boliviano","Fairchild F-27M
CP-862",23/23(0)
24-Mar-84,"Near Rurrenabaque, Bolivia
Frigorifico Reyes","Douglas C-54
CP-1206",5/5(0)
24-Mar-84,"Near Hunghae, South Korea
Military - U.S. Marine Corps","Sikorsky CH-53D
157132",29/29(0)
31-Mar-84,"Off Bimini
State Airlines","Cessna 402B
N44NC",6/6(0)
18-Apr-84,"Imperatriz, Brazil
VOTEC / VOTEC","Embraer 110EJ Band./Embraer 110P Band.
PT-GJZ/PT-GKL",19/35(0)
8-May-84,"Elbet Beni Salama, Egypt
Military - Egyptian Air Force","McDonnel F-4E Phantom II
?",2/2(19)
30-May-84,"Chalkhill, Pennsylvania
Zantop International Airlines","Lockheed L-188AF Electra
N5523",4/4(0)
4-Jun-84,"Windsor Locks, Connecticut
Air Continental","Learjet 23A
N101PP",3/3(0)
19-Jun-84,"Island Beach, New Jersey
Air Taxi - Raco Helicopters Corp.","Aerospeciale AS-350D
N5784M",3/3(0)
28-Jun-84,"Near Sao Pedro d' Aldeia, Brazil
TAM Lineas Aéreas Regional","Embraer 110C Bandeirante
PP-SBC",18/18(0)
11-Jul-84,"Off Buenavista, Philippines
Military - Philippine Air Force","Bell UH-1H
?",30/30(0)
12-Jul-84,"Sigonella AFB, Italy
Military - U.S. Air Force","Lockheed C-141B
64-0624",9/9(0)
21-Jul-84,"Tau Island, American Samoa
South Pacific Island Airways","de Havilland Canada DHC-6 Twin Otter 300
N43SP",1/14(0)
2-Aug-84,"Vieques, Puerto Rico
Vieques Air Link","Britten-Norman BN-2A Islander
N589SA",9/9(0)
4-Aug-84,"Nawabshah, Pakistan
Aeroflot","Antonov AN-12BP
CCCP-10232",24/24(0)
5-Aug-84,"Dacca, Bangladesh
Bangladesh Biman","Fokker F-27 Friendship 600
S2-ABJ",49/49(0)
11-Aug-84,"Near Memphis, Tennessee
Aviation Enterprises","Douglas DC-3
N70003",3/3(0)
15-Aug-84,"Near Wamena, Indonesia
Airfast Indonesia","Douglas C-47A
PK-OBC",2/3(0)
24-Aug-84,"San Luis Obispo, California
Wings West Airlines / Private","Beechcraft C99 / Rockwell 112TC
N6399U/N112SM",17/17(0)
30-Aug-84,"Douala, Cameroon
Cameroon Airlines","Boeing B-737-2H7C
TJ-CBD",2/116(0)
6-Sep-84,"Mt. Musaka, Papua, New Guinea
Talair","Britten-Norman BN-2A-20 Islander
P2-ISG",9/11(0)
7-Sep-84,"Near Naples, Florida
Provincetown - Boston Airlines","Cessna 402C
N89PB",1/6(0)
11-Sep-84,"Near the Kwango River, Zaire
MMM Aero Services","Handley Page Dart Herald 202
9Q-CAH",30/30(0)
16-Sep-84,"Opole, Poland
APRL","Antonov An-2T
SP-AMK",11/25(0)
18-Sep-84,"Quito, Ecuador
AECA Cargo","McDonnell Douglas DC-8F-55
HC-BKN",4/4(49)
21-Sep-84,"Near Sarakchar, Afghanistan
Military - Russian Air Force","Antonov AN-12
?",50/50(0)
9-Oct-84,"Fort Franklin, Canada
Nahanni Air Services","de Havilland Canada DHC-6 Twin Otter 100
C-FPPL",7/7(0)
11-Oct-84,"Near Omsk, Russia
Aeroflot","Tupolev TU-154B
CCCP-85243",174/179(4)
11-Oct-84,"Goose Bay, Newfoundland, Canada
Labradore Airways","de Havilland Canada DHC-6 Twin Otter 100
C-FAUS",4/4(0)
27-Oct-84,"Near Kabul, Afghanistan
Mililtary - Soviet Air Force","Ilyushin IL-76M
CCCP-86739",11/11(0)
31-Oct-84,"Off Davao, Philippines
Village Airways","Douglas C-47B
RP-C138",4/4(0)
20-Nov-84,"Loja, Peru
TAME","de Havilland Canada DHC-6 Twin Otter 300
FAE-446",14/14(0)
4-Dec-84,"Near Kostroma, USSR
Aeroflot","LET 410 M
CCCP-67225",17/17(0)
6-Dec-84,"Jacksonville, Florida
Provincetown - Boston Airlines","Embraer 110P1 Bandeirante
N96PB",13/13(0)
19-Dec-84,"Near Jaen, Peru
Military - Fuerza Aérea del Peru","de Havilland Canada DHC-6 Twin Otter 300
FAP-307",21/21(0)
22-Dec-84,"Near Bhojpur, Nepal
Royal Nepal Airlines","de Havilland Canada DHC-6 Twin Otter 300
9N-ABH",15/23(0)
23-Dec-84,"Near Kranoyarsk, Russia
Aeroflot","Tupolev TU-154B-2
CCCP-85338",110/111(0)
1-Jan-85,"Near La Paz, Bolivia
Eastern Air Lines","Boeing B-727-225 Adv
N819EA",29/29(0)
9-Jan-85,"Kansas City, Kansas
TPI International Airways","Lockheed L-188AF Electra
N357Q",3/3(0)
18-Jan-85,"Jinan, China
CAAC","Antonov AN-24B
B-434",38/41(0)
19-Jan-85,"Havana, Cuba
Cubana de Aviacion","Ilyushin IL-18D
CU-T899",38/38(0)
20-Jan-85,"Carson, New Mexico
Air Taxi - EMS","Bell 206 L-1
N40TE",3/3(0)
21-Jan-85,"Reno, Nevada
Galaxy Airlines","Lockheed L-188A Electra
N5532",70/71(0)
22-Jan-85,"Off Puerto Castilla, Honduras
Military - U.S. Air Force","Lockheed C-130A
56-0501",21/21(0)
23-Jan-85,"Near Buga, Colombia
AIRES Colombia","Embraer 110P1 Bandeirante
HK-2638",17/17(0)
23-Jan-85,"Cerro el Plateado, Colombia
Aerolineas Centrales de Colombia","de Havilland Canada DHC-6 Twin Otter 300
HK-1910",23/23(0)
1-Feb-85,"Minsk, Belarus, USSR
Aeroflot","Tupolev TU-134A
CCCP-65910",58/80(0)
4-Feb-85,"Soldotna, Alaska
North Pacific Airlines","Beech Queen Air 65-A80
N50NP",9/9(0)
19-Feb-85,"300 nm NW of San Francisco, California
China Airlines (Taiwan)","Boeing B-747-SP-09
N4522V",0/274(0)
19-Feb-85,"Near Durango, Vizcaya, Spain
Iberia Airlines","Boeing B-727-256
EC-DDU",148/148(0)
22-Feb-85,"Timbuktu, Mali
Air Mali","Antonov AN-24V
TZ-ACT",50/51(0)
25-Feb-85,"Near Valdez, Alaska
Military - U.S. Air Force","Boeing RC-135T
55-3121",3/3(0)
12-Mar-85,"Fort Hood, Texas
Military - U.S. Air Force","Lockheed C-130E Hercules
64-0549",6/6(0)
28-Mar-85,"Near Florencia, Colombia
SATENA","Fokker F-28 Fellowship 3000
FAC-1140",46/46(0)
11-Apr-85,"Salta, Argentina
YPF","HS-125-700B
LV-ALW",7/7(0)
15-Apr-85,"Near Phuket, Thailand
Thai Airways","Boeing B-737-200
HS-TBB",11/11(0)
16-Apr-85,"Las Cruces, New Mexico
American Airlines","Boeing B-727-227
N718AA",0/89(0)
20-Apr-85,"Kulusuk, Greenland
Aeronica","Fokker F-27 Friendship 100
YN-BZF",2/5(0)
20-Apr-85,"Santa Rosa, Bolivia
Carga Aereo Transportada","Convair CV-440
CP-1489",4/4(0)
3-May-85,"Near L'vov, Ukraine, USSR
Aeroflot / Soviet Air Force","Tupolev TU-134A / Antonov An-26
CCCP65856/26492",76/76(0)
6-May-85,"Off Tanegashima, Japan
Military - U.S. Marine Corps","CH-53D
157138",17/17(0)
28-May-85,"Cabimas, Venezuela
Avensa","Convair CV-580
YV-84C",2/13(0)
31-May-85,"Nashville, Tennessee
General Aviation Inc.","Grumman G-159 Gulfstream I
N181TG",2/2(0)
14-Jun-85,"Athens, Greece
Trans World Airlines","Boeing B-727-231
N64339",1/153(0)
23-Jun-85,"Juara, Brazil
TABA","Embraer 110P Bandeirante
PT-GJN",17/17(0)
23-Jun-85,"Atlantic Ocean, 110 miles West of Ireland
Air India","Boeing B-747-237B
VT-EFO",329/329(0)
10-Jul-85,"Near Uchuduk, Uzbekistan, USSR
Aeroflot","Tupolev TU-154B-2
CCCP-85311",200/200(0)
24-Jul-85,"Leticia, Colombia
Fuerza Aérea Colombiana","Douglas DC-6B
FAC-902",80/80(0)
2-Aug-85,"Ft. Worth-Dallas, Texas
Delta Air Lines","Lockheed L-1011-1 TriStar
N726DA",134/163(1)
12-Aug-85,"Mulia, Indonesia
Merpati Nusantara Airlines","de Havilland Canada DHC-6 Twin Otter 300
PK-NUG",8/19(0)
12-Aug-85,"Mt. Osutaka, near Ueno Village, Japan
Japan Air Lines","Boeing B-747-SR46
JA8119",520/524(0)
15-Aug-85,"Aden, Yemen
Alyemda Airlines","Boeing 707-336C
7O-ACO",3/73(0)
22-Aug-85,"Manchester, England
British Airtours","Boeing B-737-236
G-BGJL",55/137(0)
25-Aug-85,"Auburn, Maine
Bar Harbor Airlines","Beechcraft 99
N300WP",8/8(0)
27-Aug-85,"Beale AFB, California
Military - U.S. Air Force","Boeing KC-135A
59-1443",7/7(0)
4-Sep-85,"Near Kandahar, Afghanistan
Ariana Afghan Airlines","Antonov AN-26
YA-BAM",52/52(0)
6-Sep-85,"Milwaukee, Wisconsin
Midwest Express","McDonnell Douglas DC-9-14
N100ME",31/31(0)
22-Sep-85,"Afghanistan
Military - Soviet Air Force","Antonov AN-12
?",26/26(0)
25-Sep-85,"Near Kharkov, Ukraine
MAP","Antonov An-12
CCCP-69321",9/9(0)
29-Sep-85,"Jenkinsburg, Georgia
Air Carriers Express Services Inc","Cessna 208 Caravan I
N551CC",17/17(0)
9-Oct-85,"Vitória da Conquista, Brazil
Nordeste Linhas Aéreas","Embraer 110C Bandeirante
PT-GKA",2/2(0)
10-Oct-85,"Off South Head, Australia
Pel Air","IAI 1124 Westwind
VH-IWJ",2/2(0)
11-Oct-85,"Homer City, Pennsylvania
Mountain Air Cargo","de Havilland Canada DHC-6 Twin Otter 200
N3257",1/1(0)
11-Oct-85,"Near Beni, Bolivia
Sabeni","Curtiss C-46D
CP-1593",2/2(0)
11-Oct-85,"Near Kutayissi, USSR
Aeroflot","Yakovlev YAK-40
CCCP-87803",14/14(0)
12-Oct-85,"Putao, Myanmar
Burma Airways","Fokker F-27 Friendship 600
XY-ADS",4/4(0)
15-Nov-85,"Dothan, Alabama
Military - U.S. Air Force","Convair CV-340
54-2817",4/4(0)
21-Nov-85,"Near Sibyak, Indonesia
Military - Indonesian Air Force","Lockheed C-130H Hercules
A-1322",11/11(0)
24-Nov-85,"Luqa, Malta
EgyptAir","Boeing B-737-266
SU-AYH",60/103(0)
25-Nov-85,"Near Luassingua, Angola
Military - Angolan Air Force","Antonov AN-26
CCCP-11747",22/22(0)
12-Dec-85,"Gander, Newfoundland, Canada
Arrow Airways","McDonnell Douglas DC-8 Super 63PF
N950JW",256/256(0)
30-Dec-85,"Near Dhangadhi, Nepal
Military - Royal Nepalese Air Force","Short SC7- Skyvan
RAN-23",25/25(0)
31-Dec-85,"De Kalb, Texas
Private","Douglas DC-3
N711Y",7/9(0)
18-Jan-86,"Near Peten, Guatemala
Aerovias de Guatemala SA","Sud-Aviation Caravelle VI-N
HC-BAE",94/94(0)
21-Jan-86,"Ellendale, Minnesota
Air Taxi","Bell 296B
N1498W",3/3(0)
28-Jan-86,"Sao Paulo, Brazil
VASP","Boeing B-737-2A1
PP-SME",1/72(0)
29-Jan-86,"Las Lomitas, Mexico
Aerocalifornia","Douglas DC-3A-178
XA-IOR",21/21(0)
5-Feb-86,"Kasongo, Zaire
GLM Aviation","Lockheed L-188AF Electra
9Q-CWT",2/14(0)
16-Feb-86,"Off Makung, Taiwan
China Airlines (Taiwan)","Boeing B-737-281
B-1870",13/13(0)
2-Mar-86,"Near Bugulma, Russia
Aeroflot","Antonov AN-24B
CCCP-46423",38/38(0)
13-Mar-86,"Alpena, Michigan
Simmons Airlines","Embraer 110P1 Bandeirante
N1356P",3/9(0)
20-Mar-86,"Near Naha, Indonesia
Merpati Nusantara Airlines","CASA 212 Aviocar 100
PK-NCF",2/16(0)
24-Mar-86,"Goose Bay, Newfoundland, Canada
Goose Bay Air Services","de Havilland Canada DHC-3 Otter
C-FAGM",4/5(0)
25-Mar-86,"Omsk, Soviet Union
Ministerstvo Obshchestvo Mashinostroyeniya","Antonov An-12AP
CCCP-11795",9/9(0)
27-Mar-86,"Bangui, Central African Republic
Military - French Air Force","Sepecat Jaguar A
?",0/0(35)
30-Mar-86,"Near Pemba, Mozambique
Military - Mozambique Air Force","Antonov AN-26
042",49/54(0)
31-Mar-86,"Maravatio, Mexico
Mexicana","Boeing B-727-264
XA-MEM",167/167(0)
2-Apr-86,"Near Athens, Greece
Trans World Airlines","Boeing B-727
N54340",4/121(0)
2-Apr-86,"Near Magdalena, New Mexico
Military - U.S. Air Force","Lockheed HC-130P Hercules
66-0211",11/11(0)
27-Apr-86,"Near Saravena, Colombia
ACES Colombia","de Havilland Canada DHC-6 Twin Otter 300
HK-2761",13/13(0)
1-May-86,"San Salvador, El Salvador
Military - El Salvador Air Force","Douglas DC-6
FAS-302",37/37(0)
3-May-86,"Near Taipei, Taiwan
Military - Republic of China Air Force","Bell UH-1H / Bell UH-1H (helicopters)
?",22/22(0)
3-May-86,"Colombo, Sri Lanka
Air Lanka","Lockheed L-1011-100
4R-ULD",22/150(0)
18-May-86,"Djibouti, Djibouti
Military - French Naval Aviation","Dassault Breguet Atlantique
19",19/19(0)
24-May-86,"Antananarivo, Madagascar
Military - Armée de l'Air Malgache","Douglas C-47
?",13/13(0)
10-Jun-86,"Near Cairo, Egypt
EgyptAir","Fokker F-27 Friendship 500
SU-GAD",23/26(0)
12-Jun-86,"Port Ellen, Islay Island
Loganair","de Havilland Canada DHC-6 Twin Otter 300
G-BGPC",1/16(0)
18-Jun-86,"Grand Canyon, Arizona
Grand Canyon Airlines / Helitech","de Havilland Can. DHC-6 -300/ Bell 206B
N76GC/N6TC",25/25(0)
2-Jul-86,"Near Syktyvar, Russia
Aeroflot","Tupolev TU-134A
CCCP-65120",54/92(0)
10-Jul-86,"Maputo, Mozambique
Military - Zimbabwe Air Force","Douglas C-47A
7312",17/17(0)
4-Aug-86,"Off St. Vincent, Leeward Islands
Leeward Islands Air Transport","de Havilland Canada DHC-6 Twin Otter 300
V2-LCJ",13/13(0)
14-Aug-86,"Near Wampusirpi, Honduras
Military - Honduran Air Force","Lockheed C130D
556",59/59(0)
16-Aug-86,"Malakal, Sudan
Sudan Airways","Fokker F-27 Friendship 400M
ST-ADY",60/60(0)
28-Aug-86,"Texarkana, Arkansas
Southwest Airlift","Howard 250
N252K",2/2(0)
31-Aug-86,"Cerritos, California
Aeromexico / Private","MD Douglas DC-9-32 / Piper PA-28-181
XA-JED/N4891F",67/67(15)
5-Sep-86,"Karachi, Pakistan
Pan American World Airways","Boeing B-747-121
N656PA",16/384(1)
9-Sep-86,"Hopkinsville, Kentucky
Military - U.S. Air Force","Lockheed C-130A Hercules
56-0468",3/4(0)
19-Sep-86,"Near Mantiqueira, Brazil
Atlantic Southeast Airlines","Embraer 120RT Brasilia
N219AS",5/5(0)
3-Oct-86,"Manado, North Sulawesi, Indonesia
Eastindo","Short SC-7 Skyvan Variant
PK-ESC",13/13(0)
4-Oct-86,"San Antonio, Texas
Southern Air Transport","Lockheed L-100-30 Hercules
N15ST",3/3(0)
14-Oct-86,"Ust-Maya, USSR
Aeroflot","LET 410MT Turbojet
CCCP-67264",14/14(0)
15-Oct-86,"Chiraz, Iran
Iran Air","Boeing 737-286
EP-IRG",3/80(0)
19-Oct-86,"Near Komatipoot, South Africa
Government of Mozambique","Tupolev TU-134A
C9-CAA",34/44(0)
20-Oct-86,"Kuybyshev, Russia
Aeroflot","Tupolev TU-134A
CCCP-65766",70/93(0)
22-Oct-86,"Manhattan, New York
Private - WNBC","Enstrom F-28F
N8617B",2/2(0)
23-Oct-86,"Near Peshawar, Pakistan
Pakistan International Airlines","Fokker F-27 Friendship 600
AP-AUX",13/54(0)
30-Oct-86,"Near Managua, Nicaragua
Military - Nicaraguan Air Force","Mil Mi-17 (helicopter)
294",21/23(0)
2-Nov-86,"Near Zahedan, Iran
Military - Iranian Air Force","Lockheed C-130
?",103/103(0)
6-Nov-86,"Off Sumburgh Head, Shetlands, Scotland
British International Helicopters","Boeing-Vertol Chinook
G-BWFC",45/47(0)
25-Nov-86,"Near Sarowbi, Afghanistan
Military - Afghan Republican Air Force","Ilyushin IL-18
?",40/40(0)
12-Dec-86,"Berlin, East Germany
Aeroflot","Tupolev TU-134A
CCCP-65795",72/82(0)
15-Dec-86,"Near Lanzhou, China
CAAC","Antonov AN-24RV
B-3413",6/44(0)
25-Dec-86,"Arar, Saudi Arabia
Iraqi Airways","Boeing B-737-270C
YI-AGJ",63/106(0)
27-Dec-86,"Near Nasaso, Fiji
Sunflower Airlines","de Havilland DH-114 Heron 2B
DQ-FEF",11/14(0)
2-Jan-87,"Off Bata, Equatorial Guinea
Military - Spanish Air Force.","CASA 212-100
T-12B-32",22/22(0)
3-Jan-87,"Abidjan, Ivory Coast
Varig","Boeing B-707-379C
PP-VJK",50/51(0)
13-Jan-87,"Near Asmara, Ethiopia
Military - Ethiopian Air Force","Antonov AN-12
?",54/54(0)
15-Jan-87,"Salt Lake City, Utah
Skywest Airlines / Private.","Swearingen SA-226TC / Mooney M-20C
N163SW / N6485U",10/10(0)
16-Jan-87,"Tashkent, Uzbekistan
Aeroflot","Yakovlev YAK-40
CCCP-87618",9/9(0)
6-Feb-87,"Off Papua, New Guinea
Talair","Embraer 110P2 Bandeirante
P2-RDM",14/17(0)
9-Feb-87,"Near Khost, Afghanistan
Military - Afghan Republican Air Force","Antonov AN-26
?",36/36(0)
4-Mar-87,"Detroit, Michigan
Northwest Airlink","CASA 212 Aviocar 200
N160FB",9/22(0)
6-Mar-87,"Near Almaty, Kazakhstan
Aeroflot","Antonov An-26
CCCP-26007",9/9(0)
13-Mar-87,"Spokane, Washington
Military - U.S. Air Force","Boeing KC-135
60-0361",6/6(1)
21-Mar-87,"Mount San Gorgonio, California
California Air National Guard","F-4C Phantom jet fighter
64-0923",2/2(0)
30-Mar-87,"Near Parachinar, Pakistan
Military - Afghan Republican Air Force","Antonov AN-26
?",40/40(0)
4-Apr-87,"Medan-Polonia, Indonesia
Garuda Indonesia Airlines","McDonnell Douglas DC-9-32
PK-GNQ",27/45(0)
13-Apr-87,"Kansas City, Kansas
Burlington Air Express","Boeing 707-351C
N144SP",4/4(0)
23-Apr-87,"Wilmington, North Carolina
Air-Lift Commuter","Swearingen SA-26TC Metro II
N505LB",2/2(0)
5-May-87,"Malakal, Sudan
Sasco Air Lines","Cessna 404 Titan II
ST-AIJ",14/14(0)
8-May-87,"Mayaguez, Puerto Rico
American Eagle","CASA 212 Aviocar 200
N432CA",2/6(0)
9-May-87,"Warsaw, Poland
LOT Polish Airlines","Ilyushin IL-62M
SP-LBG",183/183(0)
11-May-87,"Pickle Lake, Ontario, Canada
Air Manitoba","Douglas C-47B
C-FADD",2/2(0)
20-May-87,"Santa Cruz, Bolivia
YPFB Transportes Aereos","de Havilland Canada DHC-6 Twin Otter 300
CP-1018",14/16(0)
23-May-87,"Near Ruteng, Indonesia
Merpati Nusantara Airlines","de Havilland Canada DHC-6 Twin Otter 300
PK-NUW",8/8(0)
25-May-87,"Ilaga, Indonesia
Missionary Aviation Fellowship","de Havilland Canada DHC-6 Twin Otter 100
PK-MAM",7/30(0)
11-Jun-87,"Khost, Afghanistan
Bakhtar Afghan Airlines","Antonov AN-26
YA-BAL",53/53(0)
18-Jun-87,"Near Montelillo, Peru
Military - Peruvian Air Force","Antonov AN-26
FAP-392",46/46(0)
19-Jun-87,"Berdiansk, USSR
Aeroflot","Yakovlev YAK-40
CCCP-87826",8/29(0)
21-Jun-87,"Heho, Burma
Burma Airways","Fokker F-27 Friendship 200
XY-ADP",45/45(0)
26-Jun-87,"Near Baguio, Philippines
Philippine Air Lines","Hawker Siddeley HS-748-209 Srs. 2
RP-C1015",50/50(0)
1-Jul-87,"Fort Bragg AFB, North Carolina
Military - U.S. Air Force","Lockheed C-130E Hercules
68-10945",4/6(1)
24-Jul-87,"Geneva, Switzerland
Air Afrique","McDonnell Douglas DC-10-30
?",1/163(0)
30-Jul-87,"Mexico City, Mexico
Belize Air International Ltd.","Boeing B-377 Stratofreighter
HI-481",5/12(44)
4-Aug-87,"Calama, Chile
LAN","Boeing B-737-2A1
CC-CHJ",2/33(0)
16-Aug-87,"Romulus, Michigan
Northwest Airlines","McDonnell Douglas MD-82
N312RC",154/155(2)
31-Aug-87,"Off Ko Phuket, Thailand
Thai Airways","Boeing B-737-2P5
HS-TBC",83/83(0)
8-Sep-87,"Carajas, Brazil
Military - Brazilian Air Force","Hawker Siddeley HS-125-403B
FAB2129",9/9(0)
13-Sep-87,"Kunduz, Afghanistan
Aeroflot","Antonov AN-26
?",15/15(0)
21-Sep-87,"Luxor, Egypt
EgyptAir","Airbus A.300B4-203
SU-BCA",5/5(0)
11-Oct-87,"El Poleo, Colombia
Aeroejecutivos Colombia","de Havilland Canada DHC-6 Twin Otter 310
HK-2920",2/9(0)
11-Oct-87,"Near Pagan, Myanmar
Burma Airways","Fokker F-27 Friendship 500
XY-AEL",49/49(0)
15-Oct-87,"Mt. Crezzo, Italy
Aero Transporti Italiani","Aerospatiale Alenia ATR-42-312
I-ATRH",37/37(0)
19-Oct-87,"Komsomolsk-on-Amur, Russia
MAP","Antonov An-12B
CCCP-12162",9/9(0)
20-Oct-87,"Indianapolis, Indiana
Military - U.S. Air Force","A-7D Corsair
?",10/11(10)
6-Nov-87,"Ulongue, Malawi
Air Malawi","Shorts SC-7 Skyvan 3-100
7Q-YMB",10/10(0)
15-Nov-87,"Denver, Colorado
Continental Airlines","McDonnell Douglas DC-9-14
N626TX",28/82(0)
23-Nov-87,"Homer, Alaska
Ryan Air Services","Beechcraft 1900C
N401RA",18/21(0)
28-Nov-87,"Off Mauritius, Indian Ocean
South African Airways","Boeing B-747-244B Combi
ZS-SAS",159/159(0)
29-Nov-87,"Over the Andaman Sea
Korean Airlines","Boeing B-707-3B5C
HL-7406",115/115(0)
3-Dec-87,"Near Kishwati, Rwanda
Cooper Skybird Air Charters","Cessna 404 Titan
5Y-EJS",14/14(0)
7-Dec-87,"San Luis Obispo, California
Pacific Southwest Airlines","British Aerospace BAe-146-200A
N350PS",43/43(0)
8-Dec-87,"Off Lima, Peru
Peruvian Naval Aviation","Fokker F-27 Friendship 400M
AE-560",42/43(0)
